Season,Rank,Team,Record,Rating,Hi,Lo,Last
2018-19,11,"Missouri",8-5,8.6,3,108,6
2018-19,12,"Texas",10-4,8.3,12,47,17
2018-19,13,"Notre Dame",12-1,8.0,9,34,26
2018-19,14,"Kentucky",10-3,7.9,8,81,13
2018-19,15,"Ohio St",13-1,7.6,1,66,11
2018-19,16,"Penn St",9-4,7.6,2,40,12
2018-19,17,"Pittsburgh",7-7,7.2,15,116,18
2018-19,18,"Washington",10-4,7.2,2,36,22
2018-19,19,"West Virginia",8-4,6.9,14,94,19
2018-19,20,"South Carolina",7-6,6.9,4,92,9
2018-19,21,"Purdue",6-7,6.7,16,56,21
2018-19,22,"Michigan St",7-6,6.7,5,69,15
2018-19,23,"Northwestern",9-5,6.6,10,36,23
2018-19,24,"Iowa St",8-5,6.1,1,40,27
2018-19,25,"Oklahoma St",7-6,6.0,21,118,30
2018-19,26,"UCLA",3-9,6.0,4,65,20
2018-19,27,"Iowa",9-4,6.0,20,62,34
2018-19,28,"Wisconsin",8-5,5.6,4,98,36
2018-19,29,"TCU",7-6,5.4,3,94,25
2018-19,30,"Texas Tech",5-7,5.3,11,50,29
2018-19,31,"Stanford",9-4,5.2,15,67,24
2018-19,32,"Utah",9-5,5.1,18,121,28
2018-19,33,"Syracuse",10-3,4.8,30,96,42
2018-19,34,"Kansas St",5-7,4.5,30,101,37
2018-19,35,"Maryland",5-7,4.5,25,74,32
2018-19,36,"Tennessee",5-7,4.3,16,100,33
2018-19,37,"Indiana",5-7,4.2,34,81,35
2018-19,38,"Duke",8-5,4.2,23,84,45
2018-19,39,"Mississippi",5-7,4.0,20,53,39
2018-19,40,"Minnesota",7-6,4.0,31,122,43
2018-19,41,"Nebraska",4-8,3.9,19,52,40
2018-19,42,"Vanderbilt",6-7,3.9,29,90,31
2018-19,43,"Miami",7-6,3.8,11,46,44
2018-19,44,"Boston College",7-5,3.5,29,106,38
2018-19,45,"USC",5-7,3.5,10,77,41
2018-19,46,"Arizona St",7-6,3.4,13,95,46
2018-19,47,"Baylor",7-6,3.0,44,119,49
2018-19,48,"Florida St",5-7,2.9,15,57,48
2018-19,49,"Georgia Tech",7-6,2.8,33,96,47
2018-19,50,"Washington St",11-2,2.2,49,119,50
2018-19,51,"Oregon",9-4,2.0,21,129,51
2018-19,52,"Wake Forest",7-6,1.9,45,77,52
2018-19,53,"Virginia",8-5,1.7,43,121,55
2018-19,54,"NC State",9-4,1.6,32,130,59
2018-19,55,"Boise St",10-3,1.6,7,67,53
2018-19,56,"Virginia Tech",6-7,1.6,19,77,54
2018-19,57,"California",7-6,0.9,42,86,57
2018-19,58,"Kansas",3-9,0.8,53,120,58
2018-19,59,"North Carolina",2-9,0.7,26,62,56
2018-19,60,"Fresno St",12-2,0.5,31,94,64
2018-19,61,"BYU",7-6,0.2,15,75,61
2018-19,62,"Arizona",5-7,-0.1,24,72,60
2018-19,63,"Arkansas",2-10,-0.4,52,112,63
2018-19,64,"Colorado",5-7,-0.4,48,117,62
2018-19,65,"UCF",12-1,-0.7,23,126,71
2018-19,66,"Rutgers",1-11,-1.5,61,102,66
2018-19,67,"Utah St",11-2,-1.5,11,83,73
2018-19,68,"Oregon St",2-10,-1.8,7,102,68
2018-19,69,"Temple",8-5,-1.9,53,105,65
2018-19,70,"Navy",3-10,-2.2,43,96,67
2018-19,71,"N Illinois",8-6,-2.2,5,72,69
2018-19,72,"Cincinnati",11-2,-2.3,41,107,70
2018-19,73,"Army",11-2,-2.8,17,83,79
2018-19,74,"Memphis",8-6,-3.1,38,118,72
2018-19,75,"Louisville",2-10,-3.5,2,83,75
2018-19,76,"SMU",5-7,-3.9,3,89,74
2018-19,77,"Middle Tenn",8-6,-4.0,34,95,83
2018-19,78,"Illinois",4-8,-4.1,75,125,77
2018-19,79,"App State",11-2,-4.2,6,84,84
2018-19,80,"Air Force",5-7,-4.3,55,119,81
2018-19,81,"San Diego St",7-6,-4.5,4,85,82
2018-19,82,"Miami OH",6-6,-4.5,34,97,80
2018-19,83,"Tulane",7-6,-4.6,39,90,76
2018-19,84,"Wyoming",6-6,-4.9,63,118,86
2018-19,85,"Florida Atlantic",5-7,-5.0,1,87,85
2018-19,86,"Houston",8-5,-5.1,40,88,78
2018-19,87,"Ohio",9-4,-5.5,63,128,88
2018-19,88,"Nevada",8-5,-5.8,72,126,89
2018-19,89,"Buffalo",10-4,-5.9,83,123,90
2018-19,90,"Toledo",7-6,-6.1,39,127,87
2018-19,91,"Troy",10-3,-6.5,18,106,96
2018-19,92,"E Michigan",7-6,-6.6,50,128,92
2018-19,93,"W Michigan",7-6,-6.9,11,95,94
2018-19,94,"Marshall",9-4,-6.9,57,119,95
2018-19,95,"Tulsa",3-9,-7.2,60,114,91
2018-19,96,"S Florida",7-6,-7.7,57,123,93
2018-19,97,"UAB",11-3,-7.8,97,128,99
2018-19,98,"San Jose St",1-11,-8.1,87,125,98
2018-19,99,"Akron",4-8,-8.3,56,129,97
2018-19,100,"Arkansas St",8-5,-8.3,43,118,100
2018-19,101,"Georgia So",10-3,-8.4,83,122,106
2018-19,102,"Colorado St",3-9,-8.5,67,126,101
2018-19,103,"Louisiana",7-7,-8.7,97,130,102
2018-19,104,"New Mexico",3-9,-8.7,84,124,105
2018-19,105,"Charlotte",5-7,-8.8,101,127,104
2018-19,106,"Florida Intl",9-4,-9.4,52,121,116
2018-19,107,"Hawai'i",8-6,-9.5,70,129,111
2018-19,108,"Coastal Car",5-7,-9.6,17,120,112
2018-19,109,"UNLV",4-8,-9.6,13,123,110
2018-19,110,"UL Monroe",6-6,-9.6,87,124,113
2018-19,111,"E Carolina",3-9,-9.6,83,124,103
2018-19,112,"Kent St",2-10,-9.7,62,128,109
2018-19,113,"N Texas",9-4,-9.7,78,122,121
2018-19,114,"Bowling Green",3-9,-9.8,12,123,107
2018-19,115,"Louisiana Tech",8-5,-9.9,48,125,115
2018-19,116,"C Michigan",1-11,-9.9,32,116,108
2018-19,117,"Ball St",4-8,-10.2,79,130,114
2018-19,118,"Georgia St",2-10,-10.8,100,126,117
2018-19,119,"Southern Miss",6-5,-10.9,103,130,119
2018-19,120,"UMass",4-8,-11.0,65,130,118
2018-19,121,"W Kentucky",3-9,-11.4,9,125,120
2018-19,122,"S Alabama",3-9,-11.6,48,125,123
2018-19,123,"UTSA",3-9,-11.7,22,128,124
2018-19,124,"Old Dominion",4-8,-11.7,48,124,122
2018-19,125,"UConn",1-11,-12.6,3,125,125
2018-19,126,"Liberty",6-6,-12.6,68,126,126
2018-19,127,"New Mexico St",3-9,-13.9,59,127,127
2018-19,128,"Texas St",3-9,-14.4,38,130,128
2018-19,129,"Rice",2-11,-14.6,88,129,129
2018-19,130,"UTEP",1-11,-15.2,107,130,130
2019-20,1,"Ohio St",13-1,19.0,1,67,1
2019-20,2,"LSU",15-0,18.2,1,68,2
2019-20,3,"Clemson",14-1,15.6,1,62,31
2019-20,4,"Michigan",9-4,15.1,3,74,5
2019-20,5,"Wisconsin",10-4,15.1,2,89,4
2019-20,6,"Auburn",9-4,14.6,1,17,3
2019-20,7,"Alabama",11-2,14.4,1,51,6
2019-20,8,"Georgia",12-2,12.7,3,48,7
2019-20,9,"Penn St",11-2,12.2,1,92,8
2019-20,10,"Florida",11-2,10.9,4,37,9
2019-20,11,"Texas A&M",8-5,10.4,1,107,10
2019-20,12,"Oregon",12-2,9.9,4,19,13
2019-20,13,"Iowa",10-3,9.2,7,98,12
2019-20,14,"Oklahoma",12-2,9.0,7,56,18
2019-20,15,"South Carolina",4-8,8.9,2,41,11
2019-20,16,"Notre Dame",11-2,8.6,1,59,14
2019-20,17,"Texas",8-5,8.3,9,78,17
2019-20,18,"USC",8-5,7.3,6,61,16
2019-20,19,"Baylor",11-3,6.7,19,127,22
2019-20,20,"Utah",11-3,6.5,16,55,20
2019-20,21,"Iowa St",7-6,6.5,18,120,21
2019-20,22,"Minnesota",11-2,6.3,21,122,30
2019-20,23,"Mississippi St",6-7,6.1,10,65,15
2019-20,24,"Michigan St",7-6,5.8,5,97,19
2019-20,25,"Oklahoma St",8-5,5.2,23,92,29
2019-20,26,"TCU",5-7,5.1,19,122,23
2019-20,27,"Nebraska",5-7,5.0,20,89,25
2019-20,28,"Washington",8-5,4.9,12,90,27
2019-20,29,"Indiana",8-5,4.9,19,101,24
2019-20,30,"Stanford",4-8,4.8,1,42,26
2019-20,31,"Mississippi",4-8,4.5,22,74,28
2019-20,32,"Kansas St",8-5,4.1,24,123,33
2019-20,33,"Tennessee",8-5,3.9,21,104,38
2019-20,34,"Washington St",6-7,3.8,23,106,36
2019-20,35,"UCLA",4-8,3.6,7,41,34
2019-20,36,"Colorado",5-7,3.6,30,110,32
2019-20,37,"Northwestern",3-9,3.5,8,41,35
2019-20,38,"California",8-5,3.3,29,104,37
2019-20,39,"Purdue",4-8,3.2,30,74,40
2019-20,40,"Virginia",9-5,3.1,33,66,51
2019-20,41,"Oregon St",5-7,3.1,31,99,39
2019-20,42,"Cincinnati",11-3,2.8,11,61,43
2019-20,43,"Arizona St",8-5,2.8,28,124,41
2019-20,44,"Memphis",12-2,2.6,29,112,62
2019-20,45,"Tulsa",4-8,2.5,11,95,42
2019-20,46,"North Carolina",7-6,2.4,5,58,45
2019-20,47,"Louisville",8-5,2.1,15,90,49
2019-20,48,"Maryland",3-9,2.1,28,91,44
2019-20,49,"Houston",4-8,1.9,6,50,46
2019-20,50,"Navy",11-2,1.9,50,130,56
2019-20,51,"Kentucky",8-5,1.9,20,93,55
2019-20,52,"Missouri",6-6,1.8,25,88,54
2019-20,53,"West Virginia",5-7,1.6,45,99,48
2019-20,54,"Arizona",4-8,1.4,46,93,50
2019-20,55,"Texas Tech",4-8,1.4,41,125,53
2019-20,56,"Florida St",6-7,1.3,22,60,52
2019-20,57,"Tulane",7-6,1.1,21,104,47
2019-20,58,"UCF",10-3,0.8,26,111,60
2019-20,59,"Duke",5-7,0.7,1,61,58
2019-20,60,"Illinois",6-7,0.7,43,118,57
2019-20,61,"SMU",10-3,-0.1,43,83,63
2019-20,62,"Miami",6-7,-0.2,4,63,61
2019-20,63,"Pittsburgh",8-5,-0.4,11,63,59
2019-20,64,"Virginia Tech",8-5,-0.4,28,111,64
2019-20,65,"Wake Forest",8-5,-1.0,48,81,70
2019-20,66,"Boston College",6-7,-1.1,41,118,65
2019-20,67,"Arkansas",2-10,-1.6,64,119,69
2019-20,68,"Vanderbilt",3-9,-1.7,3,73,68
2019-20,69,"Air Force",11-2,-1.8,31,126,76
2019-20,70,"Kansas",3-9,-1.8,64,120,66
2019-20,71,"BYU",7-6,-1.9,13,71,67
2019-20,72,"Syracuse",5-7,-2.1,12,77,71
2019-20,73,"Boise St",12-2,-2.6,24,81,81
2019-20,74,"Georgia Tech",3-9,-2.9,2,92,72
2019-20,75,"Temple",8-5,-2.9,35,127,74
2019-20,76,"App State",13-1,-3.0,46,124,73
2019-20,77,"Florida Atlantic",11-3,-3.2,1,82,82
2019-20,78,"S Florida",4-8,-3.8,8,96,75
2019-20,79,"Louisiana",11-3,-3.8,23,93,77
2019-20,80,"Rutgers",2-10,-4.5,77,124,78
2019-20,81,"NC State",4-8,-4.6,47,108,80
2019-20,82,"Hawai'i",10-5,-4.7,41,95,83
2019-20,83,"Utah St",7-6,-4.9,35,83,79
2019-20,84,"Marshall",8-5,-6.1,47,117,89
2019-20,85,"Wyoming",8-5,-6.4,45,111,85
2019-20,86,"Fresno St",4-8,-6.6,17,87,86
2019-20,87,"Southern Miss",7-6,-6.7,33,120,92
2019-20,88,"Georgia So",7-6,-6.7,6,99,84
2019-20,89,"Miami OH",8-6,-6.8,14,100,90
2019-20,90,"Army",5-8,-6.9,25,119,87
2019-20,91,"W Kentucky",9-4,-7.7,90,123,98
2019-20,92,"Ball St",5-7,-7.7,36,113,91
2019-20,93,"UL Monroe",5-7,-7.8,80,121,88
2019-20,94,"Middle Tenn",4-8,-8.0,4,103,93
2019-20,95,"San Jose St",5-7,-8.2,94,126,95
2019-20,96,"W Michigan",7-6,-8.3,53,118,96
2019-20,97,"Colorado St",4-8,-8.3,50,115,94
2019-20,98,"San Diego St",10-3,-8.4,71,111,103
2019-20,99,"Kent St",7-6,-8.8,30,121,106
2019-20,100,"Rice",3-9,-8.9,21,128,104
2019-20,101,"Arkansas St",8-5,-8.9,26,105,97
2019-20,102,"Ohio",7-6,-9.0,54,115,99
2019-20,103,"Georgia St",7-6,-9.0,31,110,102
2019-20,104,"UNLV",4-8,-9.2,90,128,105
2019-20,105,"N Illinois",5-7,-9.2,63,110,101
2019-20,106,"S Alabama",2-10,-9.3,24,120,100
2019-20,107,"E Michigan",6-7,-9.3,33,108,108
2019-20,108,"Buffalo",8-5,-9.6,78,129,107
2019-20,109,"Troy",5-7,-10.3,83,129,109
2019-20,110,"E Carolina",4-8,-10.4,27,123,110
2019-20,111,"Nevada",7-6,-10.7,19,123,116
2019-20,112,"N Texas",4-8,-10.7,69,114,114
2019-20,113,"C Michigan",8-6,-10.8,109,128,113
2019-20,114,"Toledo",6-6,-10.9,12,114,112
2019-20,115,"Louisiana Tech",10-3,-11.0,10,124,122
2019-20,116,"Florida Intl",6-7,-11.0,29,124,115
